,quoteID,quotation,speaker,qids,date,numOccurrences,urls,phase,speaker_prob,url_countries
43184,2008-09-09-032588,"it is very exciting to be involved in two high impact projects at the same time, either of which would transform your company's value in the event of success. neptune uganda, tower's 100% owned subsidiary, is now less than six months away from drilling its first well in uganda. two wells are to be drilled and these will provide the first definitive test of value from the uganda venture. the namibia seismic evaluation has revealed multi-billion barrel potential in the tower licence and a programme of further seismic acquisition and interpretation is currently underway to thoroughly evaluate the chances of success. drilling in namibia is now expected to occur in 2010. nearly three years ago, neptune petroleum acquired two licences in sub-saharan africa. the company has now evaluated the potential of each and both have company making potential.",peter kingston,Q56249907,2008-09-09 11:00:52,1,['http://oilvoice.com/n/Tower_Resources_Interim_Results_and_Operational_Update/63418328.aspx'],A,0.5235,['US']
85358,2008-09-23-010304,"even the latur earthquake in maharashtra had not been declared a national disaster,",shivraj patil,Q1897174,2008-09-23 21:36:56,1,['http://telegraphindia.com/1080924/jsp/frontpage/story_9877427.jsp'],A,0.2263,['IN']
108388,2008-10-29-026950,"it was in north-northeast of quetta at a depth of 15 km. the epicenter was about 185 km southeast of the city of kandahar in southern afghanistan,",abdul rahman,Multiple,2008-10-29 12:57:53,1,['http://twocircles.net/2008oct29/160_killed_6_2_magnitude_quake_pakistan.html'],A,0.7564,['IN']
11424,2008-12-07-030105,"the district is the epicenter in this country, with infection rates in some neighborhoods east of the anacostia river rivaling those in sub-saharan africa.",None,,2008-12-07 20:40:11,1,['http://womensphere.wordpress.com/2008/12/06/can-we-talk-frankly-about-hivaids-and-black-women-in-the-usa/'],A,0.5168,['US']
120076,2009-07-30-016264,ennahar online-algeria-earthquake of magnitude 4 in guelma and bejaia,yusuf islam,Q154216,2009-07-30 10:42:49,1,['http://euraktiva786.wordpress.com/2009/07/29/ennahar-online-algeria-earthquake-of-magnitude-4-in-guelma-and-bejaia/'],A,0.5207,['US']
60933,2009-11-21-043682,"pune, which is the cultural capital of maharashtra and now the it and auto hub, is expanding and stretching in all directions, with the population touching 40 lakh, resulting in an increasing number of traffic woes. i am afraid, if things do not improve, the city will have problems of greater magnitude than being confronted by mumbai,",mangesh tendulkar,Q32946088,2009-11-21 10:23:07,1,['http://dnaindia.com/mumbai/report_driven-by-social-cause-cartoonist-gives-road-safety-tips_1314547'],A,0.585,['IN']
8464,2009-09-08-072487,"this is an important show for us and its magnitude calls for this kind of marketing activity. so, in addition to hoardings, bus shelters, bus cantilevers, we had to come up with something really exciting to get people to pause and take notice. in delhi, we will be branding the bses bills. each bill will carry the channel's and the show's logo. we will also send out cds containing the promo of the show through the lpg distribution system across maharashtra and up.",gul panag,Q2700181,2009-09-08 18:52:20,1,['http://dnaindia.com/entertainment/report_dabbawala-akshay-is-out-on-a-mission_1288529'],A,0.5934,['IN']
166042,2010-09-07-042325,"it could be an earthquake, a lahar or anything and you just sit back and think there but for the grace of god is us.",None,,2010-09-07 17:00:00,1,['http://stuff.co.nz/taranaki-daily-news/news/4105667/Quake-highlights-urgency-for-new-access-routes'],C,0.5289,['NZ']
163084,2010-02-24-124873,"yes, i did! the maharani had exquisite taste and i did get to see a beautiful crystal encrusted sandal that was made especially for her. it is truly an honour to share the same space with her.",indira devi,Q56168113,2010-02-24 19:12:55,3,"['http://dnaindia.com/lifestyle/report_the-maharani-had-exquisite-taste-priyanka-chopra_1352034'
 'http://shahid57.wordpress.com/2010/02/24/the-maharani-had-exquisite-tastepriyanka/'
 'http://india-server.com/news/priyanka-chopra-grows-international-21823.html']",A,0.6168,['IN' 'US']
161868,2010-10-04-089607,"twinkle picked out a unique, diamond-encrusted, pearl-studded, abu jaani creation worth rs. 17 lakhs on hearing that her man would be received by the maharana himself -- a rare honour. twinkle (who has styled akki for some episodes of the show) was very excited and insisted on this special look for akshay. she wanted him to look like a royal as well! she felt the sherwani looked majestic and perfectly suited for the occasion.",akshay kumar,Q233748,2010-10-04 07:40:29,1,['http://mid-day.com/entertainment/2010/oct/041010-Akshay-Kumar-MasterChef-Twinkle-royalty.htm'],C,0.5052,['IN']
