,quoteID,quotation,speaker,qids,date,numOccurrences,urls,phase,speaker_prob,url_countries
68864,2010-03-12-009392,but in lima it's an everyday thing. it was an honour for me to share a seism with the chilean people,rafael correa,Multiple,2010-03-12 05:09:19,1,['http://en.mercopress.com/2010/03/12/tremors-cut-short-pinera-inauguration-and-decide-his-agenda'],A,0.5804,['AR']
171469,2010-02-28-007424,"chilean people are used to earthquakes,",pablo valenzuela,Q57907913,2010-02-28 04:22:50,7,"['http://mercurynews.com/breaking-news/ci_14485175?source=rss'
 'http://mercurynews.com/news/ci_14485175?source=rss'
 'http://santacruzsentinel.com/nationalbreaking/ci_14485175'
 'http://mercurynews.com/san-jose-neighborhoods/ci_14485175?source=rss'
 'http://insidebayarea.com/california-earthquakes/ci_14485175'
 'http://mercurynews.com/ci_14485175?source=rss_emailed'
 'http://dailynews.com/technology/ci_14485175']",A,0.7424,['US']
190618,2010-03-01-031294,"i think gold is being supported by strength in the broader commodities complex. metals prices are being led higher by copper this morning following the earthquake in chile and oil is back above $80 a barrel,",david barclay,Multiple,2010-03-01 03:31:26,10,"['http://reuters.com/article/idUSSGE62003320100301?type=goldMktRpt'
 'http://money.ninemsn.com.au/article.aspx?id=1018729&rss=yes'
 'http://economictimes.indiatimes.com/markets/bullion/Gold-rises-to-1-wk-high-strikes-stg-record/articleshow/5629916.cms'
 'http://af.reuters.com/article/southAfricaNews/idAFSGE62003C20100301?feedType=RSS&feedName=southAfricaNews'
 'http://in.reuters.com/article/goldMktRpt/idINSGE62003320100301'
 'http://miningweekly.com/article/gold-rises-to-1-week-high-strikes-record-in-sterling-2010-03-01'
 'http://af.reuters.com/article/southAfricaNews/idAFSGE62008420100301?feedType=RSS&feedName=southAfricaNews'
 'http://af.reuters.com/article/investingNews/idAFJOE62000I20100301?feedType=RSS&feedName=investingNews'
 'http://cnbc.com/id/35639110?__source=RSS*tag*&par=RSS'
 'http://reuters.com/article/idUSSGE62003320100301?rpc=60']",A,0.5347,['AS' 'IN' 'US' 'SF']
25808,2010-04-01-079229,"the april 1, 2010 reinsurance renewals are dominated by asia, but were conducted with one eye on the catastrophes that occurred elsewhere in the world. reinsurance rates in most cases declined, continuing the pattern observed at the january 1, 2010 renewals, which occurred largely due to the effects of healthier (re) insurer balance sheets. the large earthquake in chile and, to a lesser extent, windstorm xynthia in europe, both striking in the first quarter of 2010, caused pause for thought.",guy carpenter,Q50054481,2010-04-01 01:09:49,3,"['http://earthtimes.org/articles/show/reinsurance-rates-continue-to-decline,1229931.shtml'
 'http://tradingmarkets.com/news/press-release/aivc_reinsurance-rates-continue-to-decline-at-april-1-2010-reinsurance-renewals-guy-carpenter-finds-in--885171.html'
 'http://feeds.postonline.co.uk/c/32406/f/463888/s/9c30523/l/0L0Spostonline0O0Creinsurance0Cnews0C15994130Creinsurance0Erates0Econtinue0Edecline0Eguy0Ecarpenter/story01.htm']",A,0.3689,['US' 'UK']
96009,2010-02-27-057859,they're all fine. my brother lives in a nine-floor highrise there and he really felt it. people are very scared because we have quite a few earthquakes. there's a tsunami warning for the whole coast of chile.,victor fernandez,Q470994,2010-02-27 21:06:09,1,['http://edmontonjournal.com/Edmontonians+wait+hear+from+relatives+following+Chilean+quake/2622358/story.html'],A,0.7021,['CA']
141623,2010-03-01-053306,"mining stocks are up on the back of the earthquake in chile, and it seems as though there's a move towards a solution in the greek situation, so there's a slightly more optimstic mood all around,",None,,2010-03-01 09:48:24,3,"['http://us.rd.yahoo.com/finance/external/reuters/rss/SIG=118cks9u6/*http%3A//www.reuters.com/legacyArticle?duid=mtfh11805_2010-03-01_09-10-55_lde6200f9_newsml&rpc=44&type=marketsNews'
 'http://tradearabia.com/news/INTBIZ_175666.html'
 'http://in.news.yahoo.com/137/20100301/748/tbs-talk-of-greek-plan-copper-lift-world.html']",A,0.5137,['US' 'AE']
182103,2010-03-06-067860,"well, because i've paid attention to the earthquake in haiti and now in chile and those people need help as much as we do when we have a hurricane. so, i thought, let me just pick what i think i would need, bring it and hope that it helps some other mother or child; and that's the whole reason, just to help,",sam douglas,Q3470473,2010-03-06 00:48:59,1,['http://fox10tv.com/dpp/news/Chilean-Navy-collects-aid-in-Mobile'],A,0.7542,['US']
194141,2010-03-12-071142,"substantially all of the estimated losses from the first quarter 2010 catastrophe events relate to catastrophe excess of loss reinsurance and retrocessional treaties exposed to the earthquake in chile,",michael bradford,Q6828779,2010-03-12 17:11:01,1,['http://businessinsurance.com/article/20100312/NEWS/100319973'],A,0.5818,['US']
5451,2010-03-05-007464,"at times, the media, especially television, have heightened dangerous psychosocial reactions, a mental health team from the university of chile reports, urging media to control the tone of information when reporting about the quake. a similar call came from the acknowledged that the catastrophe had tested the profession's ability to respond in a way that transmitted positive human values, and authorities warned that it was",eduardo arriagada,Q23017429,2010-03-05 23:59:40,1,['http://knightcenter.utexas.edu/blog/?q=en/node/6623'],A,0.5119,['US']
96496,2010-03-03-057175,"last weekend, while authorities were preparing for a tsunami in the wake of the chile earthquake, some new zealanders were still not taking the situation seriously or heeding the warnings,",john carter,Multiple,2010-03-03 23:05:58,2,"['http://scoop.co.nz/stories/PA1003/S00064.htm'
 'http://odt.co.nz/news/national/96167/better-disaster-preparation-needed-cd-minister-says']",A,0.7002,['NZ']
108916,2010-02-27-015754,"i also urge our citizens along the west coast to be prepared as well, as there may be dangerous waves and currents throughout the day. again, the most important thing that you can do is to carefully heed the instructions of your state and local officials. the map above shows a projection of energy intensity through the pacific ocean following the eaerthquake near chile. croc-catching, snake-wrestling brady barr talks about his work (picture of giant salamander)",david braun,Q44059595,2010-02-27 23:05:38,2,"['http://blogs.nationalgeographic.com/blogs/news/chiefeditor/2010/02/tsunami-reaches-hawaii.html'
 'http://blogs.nationalgeographic.com/blogs/news/chiefeditor/2010/02/tsunami-reaches-hawaii-waves-s.html']",A,0.7108,['US']
213500,2010-03-12-053301,just in the past 7 days there have been 72 earthquakes with magnitudes of 5.0 or higher indicated in red on this google map-more than half of them are aftershocks from the earthquake in chile. are all these earthquakes related? most seismologists say the answer is `no ',wolf blitzer,Q49079,2010-03-12 18:23:34,1,['http://newsy.com/videos/is-2010-the-year-of-the-earthquake'],A,0.6454,['US']
215483,2010-03-08-060925,"several of our chilean wine producers-really good friends who we've been working with for years - have been hit hard by the recent earthquake. we've managed to contact most of them this week and they've told us that the damage to the wineries is, on the whole, not too severe. but with so much precious wine lost, many are concerned that trade might drop away with customers hanging back.",william reed,Multiple,2010-03-08 11:54:31,1,['http://offlicencenews.co.uk/articles/80387/Laithwaites-supports-Chilean-producers.aspx?categoryid=9059'],A,0.5093,['UK']
29543,2010-10-17-041330,something similar happened after the earthquake in february in southern chile. many of us left what we were doing and went there to pitch in.,daniel herrera,Multiple,2010-10-17 20:04:26,2,"['http://wgntv.com/news/la-fg-chile-miners-20101017,0,3469698.story'
 'http://santitafarella.wordpress.com/2010/10/23/for-the-trapped-chilean-miners-maria-campillay-heeded-an-inner-call/']",C,0.5176,['US']
59199,2010-07-14-043465,"interestingly, one of the features that we are seeing is that there seems to be less earthquake and windstorm capacity in local countries in europe, we assume in reaction to chile, haiti and china. this is good news for london because it is driving increased catastrophe only orders into the its market.",nick bacon,Q16018659,2010-07-14 09:22:00,1,['http://feeds.postonline.co.uk/c/32406/f/463892/s/bee88ba/l/0L0Spostonline0O0Cpost0Cnews0C17224280Csingapore0Einsurance0Emarket0Eposes0Ethreat0Elondon0Ewarns0Emarsh/story01.htm'],B,0.5611,['UK']
149948,2010-03-01-087292,"today, we are supporting the chilean red cross in their response to the earthquake... and relief operations continue in haiti.",david meltzer,Multiple,2010-03-01 14:14:10,1,['http://thehilltoponline.com/700-found-dead-following-chilean-earthquake-1.2174336'],A,0.7185,['US']
208156,2010-03-02-036059,"i was busy cleaning up my apartment that had been trashed the night before in the earthquake. we are living in santiago, chile, and will be going home to toronto in less than three weeks now. i did watch the final moments of the regulation time game and saw the u.s. score the tying goal. by the time we got back to the tv, it was just in time to watch the medals being handed out. we knew canada had won because they were giving silver medals to the u.s. team. we were very proud. i have decided that i would rather shovel snow than clean up after an earthquake. it was a once-in-a-lifetime experience.",mary wallace,Q6780912,2010-03-02 09:36:04,1,['http://thestar.com/olympics/2010/sports/icehockey/article/773664--canada-1-iago-0-it-s-hockey-above-all-at-the-opera'],A,0.5253,['CA']
62188,2010-12-11-041275,"there were searches on not only natural disasters like the earthquakes in haiti and chile, but also charities which people can contribute to.",khalid amayreh,Q6399481,2010-12-11 17:30:30,1,['http://mwcnews.net/news/americas/7210-google-lists-top-searches-of-2010.html'],C,0.707,['IS']
63023,2010-03-01-073375,"the human toll from the earthquake in chile is of course very significant,",jon barnes,Q6270357,2010-03-01 13:38:46,4,"['http://ca.finance.yahoo.com/personal-finance/article/cnnmoney/copper-spikes-after-chile-quake-20100301'
 'http://money.cnn.com/rssclick/2010/03/01/markets/copper/index.htm?section=money_markets'
 'http://money.cnn.com/rssclick/2010/03/01/markets/copper/index.htm?section=money_news_international'
 'http://ca.pfinance.yahoo.com/personal-finance/article/cnnmoney/copper-spikes-after-chile-quake-20100301']",A,0.5174,['US']
69373,2010-03-24-006899,"as you know, some weeks back, chile suffered one of the biggest earthquakes in the history of mankind. it's for that that i publicly thank aso (amaury sport organisation, the rally owners) for their help and understanding in talks.",gabriel ruiz-tagle,Q5836463,2010-03-24 15:17:24,1,['http://sportspromedia.com/deals/_a/dakar_rally_to_return_to_south_america/?utm_source=Feeds&utm_campaign=General&utm_medium=rss'],A,0.4238,
117054,2010-02-27-001535,"after the terrible earthquake that devastated a number of cities and villages inhaiti just weeks ago, the destruction has made its way to chile. we are seeing images of carnage, desolation and suffering,",noelle barahona,Q922987,2010-02-27 22:56:57,1,['http://kelowna.com/2010/02/27/canadians-wait-for-word-after-massive-earthquake-hits-chile/'],A,0.5934,['CA']
216981,2010-02-28-060886,to see something similar in chile... it's a bigger magnitude in chile and it worries me very much.,susan thomas,Multiple,2010-02-28 03:57:09,1,['http://sltrib.com/justice/ci_14485439?source=rss'],A,0.5582,['US']
9904,2010-03-22-085757,"ustedes (los chilenos) son gente muy apasionada, muy intensa y la música de placebo tiene que ver con eso. por eso nos golpeó lo que vimos del terremoto y nos acordamos que la última vez que estuvimos allá nos despertó un temblor",de santiago,Q21510050,2010-03-22 20:26:43,1,['http://musica.aol.com/2010/03/22/placebo-chile/'],A,0.3539,['US']
116288,2010-03-02-016485,"even though the chilean earthquake is much smaller than the sumatran quake, it is predicted to have changed the position of the figure axis by a bit more for two reasons. first, unlike the 2004 sumatran earthquake, which was located near the equator, the 2010 chilean earthquake was located in earth's mid-latitudes, which makes it more effective in shifting earth's figure axis,",richard gross,Multiple,2010-03-02 23:31:22,1,['http://tgdaily.com/space-features/48677-aftershock-chilean-quake-shortened-earth-days'],A,0.7132,['US']
137029,2010-06-02-000377,"I am confident that we will reach the knockout stages but then it all depends on who we face. We have the potential to have a very good World Cup because we finished second in South American qualifying. Our coach is doing a terrific job; he has given our team a real identity. We are playing with three forwards at the moment and we are playing without fear. One of our best players, Jorge Valdivia, actually plays in the UAE with Al Ain. After the recent earthquake in Chile, the World Cup is a great opportunity for some happiness in the country. Everyone loves football and everyone will come together for the Chile matches. I will be watching the games in Dubai with friends and work colleagues; everyone is very excited.",None,,2010-06-02 11:13:18,3,"['http://gulfnews.com/in-focus/fifaworldcup/world-cup-uae-fan-club-1.635829?localLinksEnabled=false&utm_source=Feeds&utm_medium=RSS&utm_term=Most_viewed_RSS_&utm_content=1.635829&utm_campaign=World_Cup_UAE_fan_club_'
 'http://gulfnews.com/in-focus/fifaworldcup/world-cup-uae-fan-club-1.635829']",C,0.4676,['AE']
21916,2010-03-05-067838,"passed a resolution expressing profound concern, deepest sympathies, and solidarity on behalf of the people of the united states to the people and government of chile following the massive earthquake,",dick lugar,Q363079,2010-03-05 21:57:42,1,['http://senatus.wordpress.com/2010/03/05/senate-passes-resolution-on-earthquake-in-chile/'],A,0.4137,['US']
44381,2010-10-15-090629,"they used to say chile was pinochet and [ deposed president salvador ] allende and earthquake-now they'll say it's the san jose mine,",larry king,Multiple,2010-10-15 16:27:46,1,['http://bbc.co.uk/news/world-latin-america-11552831'],C,0.2367,['UK']
45659,2010-03-02-097669,we are supporting the chilean red cross in their response to the earthquake while relief operations continue in haiti.,david meltzer,Multiple,2010-03-02 04:16:48,1,['http://everythinglongbeach.com/red-cross-responds-to-earthquake-in-chile-with-50000-pledge/'],A,0.5749,['US']
50095,2010-03-01-012446,copper was also up quite a bit overnight on the back of the chilean earthquake so that's supportive for the aussie dollar as well.,tim kelleher,Multiple,2010-03-01 20:44:04,7,"['http://brisbanetimes.com.au/business/markets/dollar-opens-higher-ahead-of-rba-interest-rate-decision-20100302-pdxp.html'
 'http://theage.com.au/business/markets/dollar-opens-higher-ahead-of-rba-interest-rate-decision-20100302-pdxp.html'
 'http://thebull.com.au/articles_detail.php?id=9802'
 'http://businessspectator.com.au/bs.nsf/Article/A-opens-higher-ahead-of-RBA-decision-35S7R?opendocument&src=rss'
 'http://couriermail.news.com.au/story/0,20797,26793825-5003402,00.html?from=public_rss'
 'http://tradingroom.com.au/apps/view_article.ac?articleId=1184501'
 'http://couriermail.news.com.au/story/0,20797,26793887-5003402,00.html?from=public_rss']",A,0.7397,['AS']
70479,2010-02-28-024572,"i woke up in the morning and a friend knocking at my door - she was saying if i heard something about the earthquake in chile,",nicole muller,Q24088848,2010-02-28 23:18:46,1,['http://wkyt.com/home/headlines/85779402.html'],A,0.7371,['US']
148544,2010-03-04-013706,"chile has always been considered latin america's most earthquake-ready country,",michelle bachelet,Q320,2010-03-04 20:08:52,1,['http://shuspectrum.wordpress.com/2010/03/04/chile-encounters-seventh-worst-recorded-earthquake/'],A,0.5689,['US']
171983,2010-03-05-048442,"it is with profound sadness that i have learnt of the massive earthquake that hit chile on 27th february 2010, causing immense loss of life and damage to property and infrastructure across the country,",manmohan singh,Multiple,2010-03-05 10:01:13,1,['http://netindian.in/news/2010/03/05/0005636/pm-pledges-5-m-quake-relief-chile'],A,0.5254,['IN']
193621,2010-03-15-070194,"the observatory will continue to be jointly operated, gfz will finance the german share. the location for this observatory has obviously been very well selected, as the quake of 27 february shows. this last non-ruptured segment of the earth's crust off the chilean west coast is highly interesting for geosciences in the whole world.",universidad de chile,Q196048,2010-03-15 16:08:05,6,"['http://eurekalert.org/pub_releases/2010-03/haog-eoi031510.php'
 'http://sciencecodex.com/earthquake_observatory_in_northern_chile_to_monitor_the_last_seismic_gap'
 'http://scienceblog.com/cms/earthquake-observatory-northern-chile-monitor-last-seismic-gap.html'
 'http://rdmag.com/News/Feeds/2010/03/environment-earthquake-observatory-in-northern-chile-to-monito/'
 'http://redorbit.com/news/science/1836573/earthquake_observatory_in_northern_chile_will_monitor_last_seismic_gap/index.html?source=r_science'
 'http://sciencedaily.com/releases/2010/03/100315125559.htm']",A,0.6613,['US']
13733,2010-09-10-012698,"comparisons can be made with the earthquake in chile in both cases -- the majority of well-designed modern structures survived the earthquake comparatively well,",noel evans,Q7046934,2010-09-10 07:12:00,2,"['http://odt.co.nz/news/national/125759/demand-engineers-increases-aftershocks-continue'
 'http://voxy.co.nz/national/demand-engineers-increases-aftershocks-continue/5/62811']",C,0.5451,['NZ']
198386,2010-09-13-018395,"have a direct impact in prevention for seismic countries, and open concrete possibilities for implementing these technologies in chile in the future",jaime campos,Multiple,2010-09-13 17:56:27,1,['http://scidev.net/en/news/chilean-data-could-help-predict-size-of-earthquakes.html?utm_source=link&utm_medium=rss&utm_campaign=en_news'],C,0.6645,['US']
41805,2010-09-19-054114,"this parade shows the power that the pichileminian people has to stand again [ after the february 27 earthquake ],",mauricio vargas,Multiple,2010-09-19 09:27:05,1,['http://en.wikinews.org/wiki/%27Greatest_parade%27_in_Pichilemu_commemorates_First_Junta_of_Chile'],C,0.3771,['US']
94005,2010-05-15-076808,we would have much more exposure (with berkshire insurance) with the earthquake in chile. it's a big disaster. i don't think you write policy based off one incident.,warren buffett,Q47213,2010-05-15 19:44:38,1,['http://gurufocus.com/news.php?id=91848'],A,0.641,['US']
104406,2010-03-16-067157,"spammers continued to use the earthquake in haiti, and the recent earthquake in chile, as another vector to utilise. they also used other current high-profile events, such as recent auto recalls, to deliver spam messages.",grant brown,Q5596126,2010-03-16 12:46:46,1,['http://fin24.com/articles/default/display_article.aspx?ArticleId=1518-1786_2576173'],A,0.5285,['SF']
168693,2010-03-06-030104,it is a tribute to the chilean building codes that these buildings survived the earthquake.,gary gillespie,Multiple,2010-03-06 10:18:58,1,['http://theledger.com/article/20100303/news/3035066'],A,0.7981,['US']
35416,2010-03-12-087526,"they're calling this an aftershock, but this may qualify as its own earthquake - was a magnitude 7.2 and again it rocked chile today on the very day of the presidential inauguration there, so supposed to be a festive day, but yet another reminder of some of the problems that chile is having in terms of the typography.",wolf blitzer,Q49079,2010-03-12 18:23:34,1,['http://newsy.com/videos/is-2010-the-year-of-the-earthquake'],A,0.6169,['US']
72722,2010-03-12-003299,"although chile suffered a more intense earthquake, its seismic standards were much more stringent, and there was less damage.",ben preston,Q17199166,2010-03-12 08:29:24,1,['http://noozhawk.com/local_news/article/031110_goleta_valley_cottage_hospital_breaks_ground_on_new_facility/'],A,0.4271,['US']
208418,2010-02-28-012720,"having found out snooki is chilean, i am dreading the inevitable `snooki weighs in on the earthquake' news interviews to come.",joe the plumber,Q442696,2010-02-28 04:59:21,1,['http://blognetwork.knoxnews.com/go.php?http://pajamasmedia.com/instapundit/94722/'],A,0.5091,['US']
11970,2010-03-04-074274,"people are choosing what they want to read and see, when they want see it, from where they want to get it from and when they want it. there is good, bad and ugly to social media. the good is the fact that when there is an emergency, people tweet right away, and during the haiti and most recent chile earthquakes people were finding missing people and victims in hotels before emergency rescue crews were on the scene.",jerry brown,Multiple,2010-03-04 06:42:36,1,['http://mayocommunications.wordpress.com/2010/03/04/advertising-is-dead-says-national-media-expert-george-mc-quade/'],A,0.5678,['US']
28925,2010-03-02-078643,"the impact on the infrastructure was considerable as the earthquake severely affected the heart of the chilean wine industry: maipo, cachapoal, colchagua, maule and bio bio wine regions,",luis mayol,Q5983930,2010-03-02 22:02:07,5,"['http://reuters.com/article/idUSTRE6214Q820100302?feedType=RSS&feedName=lifestyleMolt'
 'http://in.reuters.com/article/lifestyleMolt/idINTRE6214Q820100302'
 'http://in.reuters.com/article/entertainmentNews/idINIndia-46603220100302?feedType=RSS&feedName=entertainmentNews'
 'http://bworldonline.com/main/content.php?id=7162'
 'http://bworldonline.com/main/content.php?id=7083']",A,0.5287,['RP' 'US']
165790,2010-03-08-070429,"the magnitude of the chilean earthquake cannot be misunderestimated,",khanyi mbau,Q19792253,2010-03-08 09:01:21,1,['http://all4women.co.za/news/hayibo-satire/3782.html'],A,0.6252,['SF']
19296,2010-03-02-012088,"chile has an earth tremor on the average of once every two days and a devastating earthquake every presidential term. the least apocalyptic of geologists think of chile not as a country of the mainland, but as a cornice of the andes in a misty sea, and believe that the whole of its national territory is condemned to disappear in some future cataclysm.",gabriel garcía márquez,Q5878,2010-03-02 15:03:31,1,['http://network.nationalpost.com/NP/blogs/fullcomment/archive/2010/03/02/christopher-hitchens-long-live-democratic-seismology.aspx'],A,0.5471,['CA']
30866,2010-03-17-092431,"this is a unique case in which we have the shipboard assets, the scientific agenda and the funding all in place. the earthquake was a tragedy for the people of chile, but we hope this opportunity enables important new discoveries that can help us plan for future events,",lisa levin,Q57260082,2010-03-17 18:43:12,3,"['http://scrippsnews.ucsd.edu/Releases/?releaseID=1055'
 'http://universityofcalifornia.edu/news/article/23035'
 'http://ucsdnews.ucsd.edu/newsrel/science/03-18ChileEarthquake.asp']",A,0.5714,['US']
