,quoteID,quotation,speaker,qids,date,numOccurrences,urls,phase,speaker_prob,url_countries
82125,2009-09-08-069099,"there's an event held every year in finland called bentley on ice (apparently it's about cruising the machine on' a 20-inch crust of ice topped with a sugar coating of snow' ) and a similar one is held in northern italy by lamborghini. i'm still deciding which,",gul panag,Q2700181,2009-09-08 18:52:26,1,['http://dnaindia.com/entertainment/report_icing-on-the-cake-for-gautam-singhania_1288568'],A,0.5258,['IN']
234629,2012-05-29-010090,contributing to the big societ... at least 15 people are reported dead in a magnitude 5.8 earthquake that struck the same area of northern italy stricken by another fatal tremor on 20 may. premier mario monti pledged in a hastily called news conference two hours after the quake that the government will do,rob williams,Multiple,2012-05-29 13:54:49,1,['http://independent.co.uk/news/world/europe/fifteen-dead-in-italys-latest-earthquake-7800383.html'],C,0.5633,['UK']
224409,2012-07-26-036506,in april this year we made a significant and substantial investment to enhance our capabilities at san felice by installing a new state-of-the art corrugator. the devastating earthquakes that hit the emilia region with such magnitude in may interrupted the ramp-up phase of this new equipment and our team is eager to complete the implementation.,san felice,Q36557156,2012-07-26 13:42:30,1,['http://freshplaza.com/news_detail.asp?id=98986'],C,0.6001,['CH']
158653,2012-06-25-061887,"the win also reflects the spirit of our homeland in emilia romagna where so many people are going through a particularly difficult time after the earthquake a few weeks back,",fernando alonso,Multiple,2012-06-25 13:14:28,1,['http://planetf1.com/driver/3213/7841173/Ferrari-president-applauds-Alonso'],C,0.5519,['AS']
216362,2012-05-21-059937,"the ground motion was felt in towns and villages throughout the emilia romagna region. while tremors were felt in modena and bologna, the region's capital, no significant damage has been reported in either city.",san felice,Q36557156,2012-05-21 10:26:04,2,['http://insurancejournal.com/news/international/2012/05/21/248275.htm'],C,0.5325,['US']
88678,2012-06-09-047180,"we're really happy to be able to promote ferrari's initiative to raise money for the earthquake victims of the emilia romagna region of italy. as visitors of that part of italy many times, we feel that we have lost our own friends and family. in offering a portion of our prize money, we hope that the donation will be able to help those who are working on rebuilding their lives.",jeffrey segal,Q6176275,2012-06-09 00:44:11,1,['http://sys-con.com/node/2293456'],C,0.4333,['US']
182943,2012-05-23-070603,"the earthquake that rocked northern italy on sunday destroyed more than 300,000 wheels of cheese worth 250 million euros, an industry official has revealed.",steve cuozzo,Q16144983,2012-05-23 16:21:44,1,['http://insidescoopsf.sfgate.com/blog/2012/05/23/eye-openers-this-is-what-300-million-of-destroyed-italian-cheese-looks-like/'],C,0.5604,['US']
132511,2012-05-21-032753,"in light of the tragic incident in brindisi and the earthquake in emilia romagna i have decided to participate only in the beginning of the nato summit and then to leave in order to be in italy tomorrow afternoon,",mario monti,Multiple,2012-05-21 00:23:04,1,['http://tempo.com.ph/2012/six-dead-in-italy-earthquake-that-hits-historic-cities/'],C,0.4042,['RP']
69233,2012-05-29-013833,"first of all, i'd like to extend a thought to the people who were affected by the earthquake that struck the emilia romagna region, which we're all deeply attached to, and in which ducati and its workers are located. as for our work, we'll continue giving our all. we're going to catalunya, which is a fast track with big, long corners that require good grip. it's a good opportunity to check the work we've been doing. at le mans we confirmed that we're competitive in the wet, but our main goal is still to reduce the gap to the front in the dry.",vittoriano guareschi,Q4015248,2012-05-29 09:05:00,2,"['http://roadracingworld.com/news/article/?lnk=rss&article=48464'
 'http://paddocktalk.com/news/html/modules.php?op=modload&name=News&file=article&sid=193093&newlang=&topic=37&catid=102']",C,0.4606,['US']
61168,2012-06-06-074384,"the press certainly has the mission to inform the public about the holy see. for example, i was pleased it had given great importance to the visit of benedict xvi in milan for the world meeting of families; and the contribution of the pope and the church to help earthquake victims in emilia and to support the christians of nigeria, tested by dramatic events.",john paul,Multiple,2012-06-06 19:50:07,1,['http://ncregister.com/blog/edward-pentin/cardinal-sodano-discusses-vatican-leaks#When:2012-06-6'],C,0.5537,['US']
47953,2012-06-10-046727,"we were racing for a win, we were racing for points and we were also racing to promote the charity auction that ferrari.com has going on right now to benefit the earthquake victims in the emilia region around the ferrari factory,",jeff segal,Q16223944,2012-06-10 19:48:02,1,['http://paddocktalk.com/news/html/modules.php?op=modload&name=News&file=article&sid=194394&newlang=&topic=28&catid=10'],C,0.6929,['US']
136392,2012-07-05-002934,an important signal of a determined desire to recover from the earthquake in emilia,corrado clini,Q2054899,2012-07-05 21:29:26,2,"['http://paddocktalk.com/news/html/modules.php?op=modload&name=News&file=article&sid=196976&newlang=&topic=22&catid=10'
 'http://feeds.autoblog.com/%7Er/weblogsinc/autoblog/%7E3/7lqAvzGLarM/']",C,0.4188,['US']
39411,2012-06-05-010722,deadly earthquake hits northern italy,None,,2012-06-05 11:33:11,5,"['http://onenewspage.com/n/UK/74rah6q50/Diamond-Jubilee-celebrations-end-with-thanksgiving-service-at.htm'
 'http://onenewspage.com/n/Technology/74rah6luu/Microsoft-SmartGlass-hands-on.htm'
 'http://onenewspage.com/n/Front+Page/74rah72y1/Venus-transit-2012-chance-to-test-Earth.htm'
 'http://onenewspage.com/n/US/74rah78ug/Latest-local-election-results.htm'
 'http://onenewspage.com/n/Entertainment/74rah6jyh/Jerry-Connell-is-Herman-Munster.htm']",C,0.2387,['US']
